Group,ATP_Production,ROS_Accumulation,Oxygen_Consumption,Lifespan_Index,Performance_Score
Synthetic MitoTALEN,122.99458303619775,17.393059580548567,261.96587975790226,87.88217320643992,0.7319573119283084
Synthetic MitoTALEN,127.4350762502156,13.928168279602632,279.29246776620863,73.00356571075856,0.7314366092316692
Synthetic MitoTALEN,124.58378135135862,13.320043350159997,247.92033844251566,86.53506018825611,0.7298837369060254
Synthetic MitoTALEN,119.25501654003827,14.238760698081663,275.87929504204925,81.67950662095807,0.7271971041112345
Synthetic MitoTALEN,118.15104447500629,15.351887494764384,243.20941580154872,94.05890253605581,0.7199934393824917
Synthetic MitoTALEN,121.61858469367391,11.802749216781036,234.43018587003985,89.97257446182088,0.7198697967863894
Synthetic MitoTALEN,118.72567967416077,13.131635625193562,263.0007831679565,83.47434489988385,0.7192812612913568
Synthetic MitoTALEN,114.26471237336595,18.48976416991638,246.6191197109858,99.48418812320071,0.7179301082571871
Synthetic MitoTALEN,118.80746326139152,10.819983563017917,283.1158420728192,70.62246773083787,0.710084684569414
Synthetic MitoTALEN,107.17327552355633,12.837064577311018,264.9477695865662,90.18976601479736,0.7059117785561799
Synthetic MitoTALEN,108.86659386758868,10.334401419920404,253.56558656441638,89.92814329270163,0.7055257748117896
Synthetic MitoTALEN,126.76056423719987,13.922528583801029,210.0449828866973,91.31493972650289,0.7038672985375383
Synthetic MitoTALEN,115.01173312274926,13.028176039133113,259.36114822521387,83.87109792893366,0.7038428577034412
Synthetic MitoTALEN,119.45269653553949,15.835355587821896,243.82658055736064,87.16246223106896,0.7005162280187193
Synthetic MitoTALEN,118.33427457007694,13.05616618954289,269.8950883359352,75.07965931837771,0.6988837171458895
Synthetic MitoTALEN,108.44816926382568,14.521930646966172,261.9205472765064,88.62520662371125,0.6952634097051077
Synthetic MitoTALEN,117.52231368290283,11.27629182643101,244.36093246226176,82.05164590326216,0.6938694377414838
Synthetic MitoTALEN,116.22883952069697,10.042128062092827,227.92519439528576,87.62444123260286,0.69195195079199
Synthetic MitoTALEN,118.78866441156595,10.64308104225277,221.0854525335062,77.84225911482768,0.6574417412141292
Synthetic MitoTALEN,113.97617664218961,17.64347120832177,218.28539815306027,90.53152452541171,0.6549141141836826
Synthetic MitoTALEN,113.0197515111345,14.12506934189806,223.39062799475448,80.63435310917805,0.6376351974896977
Synthetic MitoTALEN,106.81107062003322,15.987457590397295,188.7864344842481,101.74565543554445,0.6370869040937611
